N9721	health	nutrition	50 Foods You Should Never Eat, According to Health Experts	This is so depressing.	https://assets.msn.com/labs/mind/AABDHTv.html	[]	[]
N13833	lifestyle	lifestylehomeandgarden	10 ways the average American home is different today than it was in the '60s	While the typical American home in the '60s was filled with bright colors and wood paneling, a home today is more subdued and prioritizes comfort.	https://assets.msn.com/labs/mind/AAHcnRn.html	"[{""Label"": ""American Home"", ""Type"": ""U"", ""WikidataId"": ""Q4744007"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""American home""]}]"	"[{""Label"": ""American Home"", ""Type"": ""U"", ""WikidataId"": ""Q4744007"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""American home""]}]"
N55779	news	newspolitics	Trump's Rallies Aren't Just Part of His Campaign. They Are the Campaign.	The president is banking on base-pleasing campaign events more meticulously produced this time to outweigh any need for a fresh message to skeptical voters and to counter a probe that threatens his political future.	https://assets.msn.com/labs/mind/AAJaDS1.html	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Trump""]}]"	[]
N40070	foodanddrink	tipsandtricks	Unexpected ingredients that go great with eggs	Scrambled eggs are one of the simplest ways to use an egg, but there's no better way to demonstrate its versatility than by mixing in these add-ins.	https://assets.msn.com/labs/mind/AAJl6iZ.html	"[{""Label"": ""Unexpected (Michelle Williams album)"", ""Type"": ""W"", ""WikidataId"": ""Q2742874"", ""Confidence"": 0.99, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Unexpected""]}]"	[]
N6163	lifestyle	lifestylehomeandgarden	25 photos of tiny living spaces around the world	"From ""coffin homes"" in Hong Kong to compact apartments in the US and Europe, here are some of the smallest homes from around the world."	https://assets.msn.com/labs/mind/AAJfVAM.html	[]	"[{""Label"": ""Hong Kong"", ""Type"": ""G"", ""WikidataId"": ""Q8646"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""Hong Kong""]}, {""Label"": ""Europe"", ""Type"": ""L"", ""WikidataId"": ""Q46"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Europe""]}, {""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 0.979, ""OccurrenceOffsets"": [62], ""SurfaceForms"": [""US""]}]"
N60669	news	newsworld	Everything we know about Thailand's eccentric King Rama X, who married his bodyguard, gave his dog a 4-day funeral, and is legally immune from bad press	Little is known about the royal family in Thailand, which has strict laws forbidding people from defaming the King Maha Vajiralongkorn and his family.	https://assets.msn.com/labs/mind/AAGrV73.html	"[{""Label"": ""Vajiralongkorn"", ""Type"": ""P"", ""WikidataId"": ""Q548733"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""King Rama X""]}, {""Label"": ""Thailand"", ""Type"": ""G"", ""WikidataId"": ""Q869"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""Thailand""]}]"	"[{""Label"": ""Vajiralongkorn"", ""Type"": ""P"", ""WikidataId"": ""Q548733"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [110], ""SurfaceForms"": [""King Maha Vajiralongkorn""]}, {""Label"": ""Thailand"", ""Type"": ""G"", ""WikidataId"": ""Q869"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""Thailand""]}]"
N25300	travel	traveltripideas	I stayed in one of Italy's ghost towns that's selling off homes for $1, and I was treated like royalty	I stayed in Sambuca, the charming Sicilian town which has received the most widespread media coverage for its $1 housing scheme.	https://assets.msn.com/labs/mind/AAIjq4q.html	"[{""Label"": ""Italy"", ""Type"": ""G"", ""WikidataId"": ""Q38"", ""Confidence"": 0.973, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Italy""]}]"	[]
N25180	foodanddrink	foodnews	Libby's just made a big change to its classic pumpkin pie recipe	The go-to dessert recipe for many Thanksgiving parties has been updated for the first time in decades.	https://assets.msn.com/labs/mind/AAIpYJE.html	"[{""Label"": ""Libby's"", ""Type"": ""O"", ""WikidataId"": ""Q6540405"", ""Confidence"": 0.926, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Libby's""]}, {""Label"": ""Pumpkin pie"", ""Type"": ""C"", ""WikidataId"": ""Q2118270"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""pumpkin pie""]}]"	"[{""Label"": ""Thanksgiving"", ""Type"": ""E"", ""WikidataId"": ""Q13959"", ""Confidence"": 0.986, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Thanksgiving""]}]"
N40628	health	medical	When Not to Get Your Flu Shot	There are certain times when a flu shot may be more dangerous to you than the illness itself.	https://assets.msn.com/labs/mind/AAHuIIp.html	[]	[]
N43462	entertainment	entertainment-celebrity	A Year of Wins! MLS Stars Alex Morgan and Servando Carrasco Expecting a Daughter	Alex Morgan and Servando Carrasco Expecting Daughter	https://assets.msn.com/labs/mind/AAJfVFY.html	"[{""Label"": ""Alex Morgan"", ""Type"": ""P"", ""WikidataId"": ""Q233510"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""Alex Morgan""]}, {""Label"": ""Servando Carrasco"", ""Type"": ""P"", ""WikidataId"": ""Q3958008"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""Servando Carrasco""]}]"	"[{""Label"": ""Alex Morgan"", ""Type"": ""P"", ""WikidataId"": ""Q233510"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Alex Morgan""]}, {""Label"": ""Servando Carrasco"", ""Type"": ""P"", ""WikidataId"": ""Q3958008"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Servando Carrasco""]}]"
N48120	foodanddrink	foodnews	Why Using Your Microwave's Popcorn Button Is a Bad Idea	"Pressing the ""popcorn"" button couldn't be easier, but it almost definitely won't yield the best popcorn. Here's what you should do instead."	https://assets.msn.com/labs/mind/AAJl6ys.html	[]	[]
N8763	sports	baseball_mlb	3 Free Agents the Yankees Should Avoid This Offseason	The Yankees fell just a couple games short of making their first World Series since 2009 this year, and they'll assuredly be back for more in 2020. With their core intact and plenty of money to spend, there's a good chance they'll make a splash or two in free agency this offseason. They just need to avoid making the mistake of signing any of these guys.	https://assets.msn.com/labs/mind/AAJKP9q.html	"[{""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Yankees""]}, {""Label"": ""Season (sports)"", ""Type"": ""C"", ""WikidataId"": ""Q27020041"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Offseason""]}]"	"[{""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Yankees""]}]"
N58090	sports	football_nfl	Frustrated Antonio Brown has active morning on Twitter	Receiver Antonio Brown continues to wait for his next opportunity, and he continues to be justifiably frustrated by the fact that the NFL's slow-moving investigation is essentially keeping Brown suspended without pay.	https://assets.msn.com/labs/mind/AAJl72L.html	"[{""Label"": ""Antonio Brown"", ""Type"": ""P"", ""WikidataId"": ""Q4776474"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""Antonio Brown""]}, {""Label"": ""Twitter"", ""Type"": ""O"", ""WikidataId"": ""Q918"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [47], ""SurfaceForms"": [""Twitter""]}]"	"[{""Label"": ""Antonio Brown"", ""Type"": ""P"", ""WikidataId"": ""Q4776474"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [9, 189], ""SurfaceForms"": [""Antonio Brown"", ""Brown""]}, {""Label"": ""Wide receiver"", ""Type"": ""C"", ""WikidataId"": ""Q918224"", ""Confidence"": 0.967, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Receiver""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [134], ""SurfaceForms"": [""NFL""]}]"
N44061	finance	markets	In manufacturing Midwest, signs of trouble amid good times	A Wisconsin town shows the disparate fortunes of global and U.S. consumer markets as the economy starts slowing.	https://assets.msn.com/labs/mind/AAJwidq.html	"[{""Label"": ""Midwestern United States"", ""Type"": ""G"", ""WikidataId"": ""Q186545"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""Midwest""]}]"	"[{""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [60], ""SurfaceForms"": [""U.S.""]}, {""Label"": ""Wisconsin"", ""Type"": ""G"", ""WikidataId"": ""Q1537"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [2], ""SurfaceForms"": [""Wisconsin""]}]"
N64977	news	newsworld	At least 40 killed as fresh protests engulf Iraq	At least 40 protesters were killed in Iraq on Friday when security forces used tear gas and an Iranian-backed militia opened fire to try to quell renewed demonstrations against corruption and economic hardship, security sources said.	https://assets.msn.com/labs/mind/AAJl76Z.html	"[{""Label"": ""Iraq"", ""Type"": ""G"", ""WikidataId"": ""Q796"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Iraq""]}]"	"[{""Label"": ""Iraq"", ""Type"": ""G"", ""WikidataId"": ""Q796"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""Iraq""]}]"
N30612	finance	personalfinance	The first thing 14 lottery winners have bought after finding out they were rich	Winning the lottery may be a dream come true, but what that actually looks like is different for everyone.	https://assets.msn.com/labs/mind/AAJgYVf.html	[]	[]
N19615	foodanddrink	restaurantsandnews	Stop Looking at Restaurant Menus Ahead of Time	Unless you have dietary restrictions, stop anxiously planning your meal before you even get to the restaurant.	https://assets.msn.com/labs/mind/AAHLVYf.html	[]	[]
N43674	news	newspolitics	Eric Trump Complains That 'Every Family in Politics Enriches Themselves,' Saying 'It Is Sickening'	It can't happen in politics on any side of the aisle, the president's son said, despite widespread concerns about his own family's business interests around the world.	https://assets.msn.com/labs/mind/AAJ4oXo.html	"[{""Label"": ""Eric Trump"", ""Type"": ""P"", ""WikidataId"": ""Q3731533"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Eric Trump""]}, {""Label"": ""Every family"", ""Type"": ""U"", ""WikidataId"": ""Q22001098"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [27], ""SurfaceForms"": [""Every Family""]}]"	[]
N21476	lifestyle	lifestyledidyouknow	50 'Rare' Events That Happen All the Time	"Things you once thought were rare may not be so unusual after all. Check out this list of 50 ""rare"" events to have your mind blown."	https://assets.msn.com/labs/mind/AAHiAMw.html	[]	[]
N49914	travel	traveltripideas	This Is the Scariest Haunted House in Your State	BRB, gonna scream for days.	https://assets.msn.com/labs/mind/AAI4dAL.html	"[{""Label"": ""Haunted attraction (simulated)"", ""Type"": ""C"", ""WikidataId"": ""Q1139917"", ""Confidence"": 0.934, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""Haunted House""]}]"	[]
N17518	autos	autosclassics	This Montana Man Owns No Fewer Than 26 Oldsmobile Toronados	And that's not all he has.	https://assets.msn.com/labs/mind/AAIkrut.html	"[{""Label"": ""Oldsmobile Toronado"", ""Type"": ""V"", ""WikidataId"": ""Q1537791"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [50], ""SurfaceForms"": [""Toronados""]}]"	[]
N62620	lifestyle	lifestylepetsanimals	50 Shelter Dogs That Need Homes Before 2020	These adorable dogs are looking for their forever families. Welcome one of them into your home before the new year for lots of love and licks. The post 50 Shelter Dogs That Need Homes Before 2020 appeared first on Reader's Digest.	https://assets.msn.com/labs/mind/AAIfFyl.html	"[{""Label"": ""Shelter Dogs"", ""Type"": ""W"", ""WikidataId"": ""Q7493954"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [3], ""SurfaceForms"": [""Shelter Dogs""]}]"	"[{""Label"": ""Reader's Digest"", ""Type"": ""M"", ""WikidataId"": ""Q371820"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [214], ""SurfaceForms"": [""Reader's Digest""]}, {""Label"": ""Shelter Dogs"", ""Type"": ""W"", ""WikidataId"": ""Q7493954"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [155], ""SurfaceForms"": [""Shelter Dogs""]}]"
N21615	news	newsgoodnews	K-9 Officer Meets the Woman Who Provided the Bulletproof Vest That Saved Him	Sandy Marcal saw the fruits of her labor in founding Vested Interest in K9s when Gabo walked away from being shot five times.	https://assets.msn.com/labs/mind/AAJJeve.html	"[{""Label"": ""Bulletproof vest"", ""Type"": ""C"", ""WikidataId"": ""Q391752"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [45], ""SurfaceForms"": [""Bulletproof Vest""]}]"	"[{""Label"": ""Vested interest (communication theory)"", ""Type"": ""C"", ""WikidataId"": ""Q7923406"", ""Confidence"": 0.919, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Vested Interest""]}]"
N41526	lifestyle	lifestylecleaningandorganizing	11 Powerful Products That Cut Your Cleaning Time in Half	Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.	https://assets.msn.com/labs/mind/AAJ0BL1.html	[]	[]
N60615	news	newspolitics	Kasich to Congress: 'Look in the mirror at how you want to be remembered'	"Former Ohio Gov. John Kasich said his advice for fellow Republicans in Congress during the impeachment process was to ""look in the mirror at how you want to be remembered."	https://assets.msn.com/labs/mind/AAIIK2r.html	"[{""Label"": ""John Kasich"", ""Type"": ""P"", ""WikidataId"": ""Q69319"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Kasich""]}]"	"[{""Label"": ""John Kasich"", ""Type"": ""P"", ""WikidataId"": ""Q69319"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""John Kasich""]}, {""Label"": ""Republican Party (United States)"", ""Type"": ""O"", ""WikidataId"": ""Q29468"", ""Confidence"": 0.945, ""OccurrenceOffsets"": [56], ""SurfaceForms"": [""Republicans""]}, {""Label"": ""Ohio"", ""Type"": ""G"", ""WikidataId"": ""Q1397"", ""Confidence"": 0.953, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Ohio""]}]"
N13180	movies	movies-gallery	Ranking the 25 best films with surprise endings	"Fight Club will always make the list of movies with endings you never saw coming. To celebrate the 20th anniversary of the release of ""Fight Club,"" we present our list of the 25 best films with surprise endings."	https://assets.msn.com/labs/mind/AAFnbY8.html	[]	"[{""Label"": ""Fight Club"", ""Type"": ""W"", ""WikidataId"": ""Q190050"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [1, 137], ""SurfaceForms"": [""Fight Club"", ""Fight Club""]}]"
N22206	health	wellness	Here's What Nonbinary Actually Means And What People Often Get Wrong About It	"Merriam-Webster added ""they"" and ""themselves"" as gender-neutral. The fourth and final definition of ""they"" is now ""used to refer to a single person whose gender identity is nonbinary."""	https://assets.msn.com/labs/mind/AAHMC7B.html	[]	"[{""Label"": ""Merriam-Webster"", ""Type"": ""O"", ""WikidataId"": ""Q585329"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Merriam-Webster""]}]"
N2968	lifestyle	lifestylebuzz	Can you spot the camouflaged leopard in this picture?	One of the rarest big cats in the world is hidden in a mind-puzzling picture taken at the Leopard Nature Reserve, eastern Russia.	https://assets.msn.com/labs/mind/AAIlTz1.html	[]	"[{""Label"": ""Nature reserve"", ""Type"": ""C"", ""WikidataId"": ""Q179049"", ""Confidence"": 0.973, ""OccurrenceOffsets"": [98], ""SurfaceForms"": [""Nature Reserve""]}, {""Label"": ""Russia"", ""Type"": ""G"", ""WikidataId"": ""Q159"", ""Confidence"": 0.986, ""OccurrenceOffsets"": [122], ""SurfaceForms"": [""Russia""]}]"
N45746	foodanddrink	tipsandtricks	13 Polite Habits That Grocery Store Employees Secretly Dislike	Bag these behaviors! They know you mean well, but the employees at your favorite grocery store wish you'd stop doing these things.	https://assets.msn.com/labs/mind/AAHBcUs.html	"[{""Label"": ""Grocery store"", ""Type"": ""C"", ""WikidataId"": ""Q15825471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Grocery Store""]}]"	"[{""Label"": ""Grocery store"", ""Type"": ""C"", ""WikidataId"": ""Q15825471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [81], ""SurfaceForms"": [""grocery store""]}]"
N46987	foodanddrink	recipes	50 Delicious Dutch Oven Recipes	Put your favorite pot to work with these Dutch oven recipes. The post 50 Delicious Dutch Oven Recipes appeared first on Taste of Home.	https://assets.msn.com/labs/mind/AAHBcUv.html	[]	"[{""Label"": ""Taste of Home"", ""Type"": ""M"", ""WikidataId"": ""Q7687701"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [120], ""SurfaceForms"": [""Taste of Home""]}]"
N4593	movies	movies-celebrity	Emily Ratajkowski Is Being Sued for $150,000 Over an Instagram Photo	What's more? The photographer is also asking for all of the profits the model made off of his work.	https://assets.msn.com/labs/mind/AAJga7m.html	"[{""Label"": ""Emily Ratajkowski"", ""Type"": ""P"", ""WikidataId"": ""Q5372335"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Emily Ratajkowski""]}, {""Label"": ""Image sharing"", ""Type"": ""C"", ""WikidataId"": ""Q354869"", ""Confidence"": 0.928, ""OccurrenceOffsets"": [63], ""SurfaceForms"": [""Photo""]}, {""Label"": ""Instagram"", ""Type"": ""W"", ""WikidataId"": ""Q209330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Instagram""]}]"	[]
